Tender,Company,Procurement,Notice,Location,Closing,Value,Date
Construction Project To Complete A Full Refurbishment And Extension To A Property In South Somerset,Somerset Council,Opportunity,Open,England,2024-05-24 12:00:00,  £499000,2024-04-25
Asc23043 - Positive Behaviour Support Supported Living Services In Herefordshire & Worcestershire Dps,Worcestershire County Council,Opportunity,Open,Wr5 2Np,2027-08-29 15:00:00,  £0 to £10500000,2024-04-25
Eem Ltd Materials Framework Early Market Engagement Eem0072,Efficiency East Midlands Limited,Early Engagement,Open,"England, Wales, Northern Ireland",2024-08-01 00:00:00,Publication date 25 April 2024,
Pin Notice For Bracknell Forest Council - 1.	Long-Acting Reversible Contraception (Larc),Bracknell Forest Borough Council,Opportunity,Open,England,2025-03-26 12:00:00,  £0,2024-04-25
Attribute Survey In The West Of North England Forest District,Forestry Commission,Opportunity,Open,North West,2024-06-07 14:00:00,  £7000,2024-04-25
Sta-0325 Educational Psychologist Resource,Skills Funding Agency,Opportunity,Open,England,2024-06-05 12:00:00,  £0 to £53000,2024-04-25
Poole Museum - Mountmaker,Bournemouth Christchurch And Poole Council,Opportunity,Open,South West,2024-05-24 14:00:00,  £120000 to £125862,2024-04-25
Ca13983 - Uclh-4215 - Patient Experience Feedback Services,University College London Hospitals Nhs Foundation Trust,Opportunity,Open,Nw1 2Pg,2024-05-31 12:00:00,  £0,2024-04-25
"Lancashire & South Cumbria Adults Mental Health-Lot 1 Peer Support, Lot 2 Ph Smi",Staffordshire And Lancashire Commissioning Support Unit,Opportunity,Open,North West,2024-05-28 12:00:00,  £5950000 to £11050000,
South Cambridgeshire District Council - Income Management System,South Cambridgeshire District Council,Opportunity,Open,East Of England,2024-05-28 13:00:00,  £0,
Carlton In Lindrick Estate Improvement (The Flips),Bassetlaw District Council,Opportunity,Open,England,2024-05-24 12:00:00,  £1000000 to £1500000,2024-04-25
Sb679 Security Equipment & Maintenance,Leeds Beckett University,Opportunity,Open,Yorkshire And The Humber,2024-05-27 12:00:00,  £500000,2024-04-25
Gym Equipment,Bournemouth Christchurch And Poole Council,Opportunity,Open,South West,2024-05-24 14:00:00,  £300000 to £320000,2024-04-25
Wafer Dicing Saw And Post Wafer Cleaning,University Of Southampton,Opportunity,Open,South East,2024-05-28 12:00:00,  £205000,2024-04-25
Western Gateway - Severn Estuary Commission Request For Proposals: Socio-Economic,Western Gateway,Opportunity,Open,United Kingdom,2024-05-24 17:00:00,  £100000,2024-04-25
Provision Of Insurance And Related Services To Watmos Community Homes,Watmos Community Homes,Opportunity,Open,Any Region,2024-05-28 17:00:00,  £1500000,2024-04-25
Sexual & Reproductive Health Insights,Cornwall Council,Opportunity,Open,United Kingdom,2024-05-24 23:59:00,  £80000,2024-04-25
711280452 Electro-Magnetic Detect And Defeat (Emdad) Sme,Ministry Of Defence,Opportunity,Open,Any Region,2024-06-25 17:00:00,  £2700000,2024-04-25
Gb-London: Occupation Therapy Within Local Authority Teams,Local Government Association,Opportunity,Open,Any Region,2024-05-23 17:00:00,  £10000 to £25000,2024-04-25
Ca13981 - Hackney Redevelopment Works,New City College,Opportunity,Open,E14 0Af,2024-05-31 12:00:00,  £0,2024-04-25
Tees Valley Education Trust ~ Catering Tender,Tees Valley Education Trust,Opportunity,Open,Yorkshire And The Humber,2024-06-07 12:00:00,  £2500000,2024-04-25
Grave Digging,Hailsham Town Council - Main Number,Opportunity,Open,South East,2024-05-24 17:00:00,  £30000 to £35000,
"Creation Of A Woodland Landscape For The ""Memorial To The Missing"" At Brookwood Military Cemetery",Commonwealth War Graves Commission,Opportunity,Open,Gu24 0Jd,2024-05-24 12:00:00,  £0,
"Creation Of A ""Memorial To The Missing"" At Brookwood Military Cemetery",Commonwealth War Graves Commission,Opportunity,Open,Gu24 0Jd,2024-05-24 12:00:00,  £0,
Phased Ward Corridor Ceiling Replacement,Simply Serve Limited,Opportunity,Open,Ba21 4At,2024-05-28 12:00:00,  £320000,2024-04-25
To Supply A Managed Service For Street Marshals,Taunton Town Council,Opportunity,Open,Ta1 1He,2024-05-30 17:00:00,  £35000 to £40000,2024-04-25
Environments - Data Obfuscation,The University Of Manchester,Opportunity,Open,M13 9Pl,2024-05-24 12:00:00,  £400000 to £600000,2024-04-25
British Library Security Systems Consultant,British Library,Opportunity,Open,Any Region,2024-05-30 00:00:00,  £625000,2024-04-25
Key Stage 4 (Ks4) Pupils Excluded From Wirral Schools,Wirral Borough Council,Opportunity,Open,England,2024-05-22 17:00:00,  £8100000,2024-04-24
Wickham Recreation Ground - Replacement Pavilion,Wickham Parish Council,Opportunity,Open,Po14 5De,2024-06-03 23:00:00,  £150000 to £200000,2024-04-24
Framework For New Build Construction And Development Projects,Curo Group (Albion) Limited,Opportunity,Open,South West,2024-05-28 12:00:00,  £0 to £170000000,2024-04-24
Flooring Supply And Fit Following Kitchen And Bathroom Re-Fit,Progress Housing Group,Opportunity,Open,England,2024-05-23 12:00:00,  £480000,2024-04-24
2024-030,Ofgem,Opportunity,Open,Any Region,2024-05-29 12:00:00,  £0,2024-04-24
Cpt_24_08 Audit Data Extraction And Analysis Automation Services,National Audit Office,Opportunity,Open,Any Region,2024-05-29 12:00:00,  £350000,2024-04-24
Independent Visiting Service,Wokingham Borough Council,Opportunity,Open,United Kingdom,2024-05-27 12:00:00,  £150000,2024-04-24
"Supported Accommodation And Floating Support Service For Young Children, Young People And Families Or Parents To Be",City Of Doncaster Council,Opportunity,Open,Dn1 3Bu,2024-05-28 16:30:00,  £1260000 to £2100000,2024-04-24
Attribute Survey In The East Of North England Forest District,Forestry Commission,Opportunity,Open,North East,2024-05-31 14:00:00,  £20000,2024-04-24
"Gb-Ofd Loch Striven, Argyll: Opa T637 F44 10"" Pipeline Composite Wrap Repairs","Opa T637 Ofd Loch Striven F44 10"" Pipeline Composite Wrap Repairs",Opportunity,Open,Any Region,2024-05-28 12:00:00,  £50000 to £100000,2024-04-24
42 Brook Street Blackpool £15K - £400K Bhc Building And Refurbishment Framework,Blackpool Council,Early Engagement,Open,England,2024-07-24 00:00:00,Publication date 24 April 2024,
Pebsham  Inclusive Play Area,Bexhill-On-Sea Town Council,Opportunity,Open,Tn40 2Sn,2024-06-01 23:59:00,  £80000 to £140000,
A Framework Agreement For The Provision Of Independent Fostering Agency (Ifa) Services,Southampton City Council,Opportunity,Open,"South East, South West, Wales",2024-08-15 12:00:00,  £400000000 to £750000000,
Independent Advocacy Services In The Bradford District,City Of Bradford Metropolitan District Council,Opportunity,Open,Yorkshire And The Humber,2024-05-28 12:00:00,  £3049600,2024-04-24
Cov/Csw - Coventry And Warwickshire Suicide Bereavement Support Service 2024,Coventry City Council (Cov),Opportunity,Open,Cv1 2Gn,2024-05-24 12:00:00,  £0 to £402000,2024-04-24
External Audit Services,Plymouth Community Homes,Opportunity,Open,Pl6 5Dh,2024-05-24 12:00:00,  £0 to £350000,2024-04-24
"Platform Housing Are A Housing Association With 96 Of Offices And Schemes Across The Midlands That Require A Range Of ""Office Supplies"" Including Stationery, Canteen Supplies, Office Furniture And Cleaning Consumables.",Platform Housing Group,Opportunity,Open,B37 7Yd,2024-05-24 12:00:00,  £350000,2024-04-24
Employee Assistance Programme,University Of Hertfordshire,Opportunity,Open,Al10 9Ab,2024-05-24 12:00:00,  £200000,2024-04-24
Cwc24037 Atac Supply  Of Automotive Equipment,Wolverhampton City Council,Opportunity,Open,England,2024-05-29 12:00:00,  £0 to £140000,2024-04-24
Provision Of Early Intervention And Prevention Support For People With Learning Disabilities And Autistic Adults,London Borough Of Barnet,Opportunity,Open,London,2024-05-28 12:00:00,  £2058000,2024-04-24
Marden Parish Council - Parish Hall Development,W Architecture Limited,Opportunity,Open,West Midlands,2024-06-10 12:00:00,  £500000,
Blackburn And Darwen Town Centres Heat Network Feasibility Study,Blackburn With Darwen Borough Council,Opportunity,Open,England,2024-05-24 12:00:00,  £100000,2024-04-24
Wcc - Haulage Of Food Waste From Warwickshire County Council Collection Points,Warwickshire County Council,Opportunity,Open,West Midlands,2024-05-30 12:00:00,  £1800000,2024-04-24
Carisbrooke Primary School Yr R Roof Replacement,Isle Of Wight Council,Opportunity,Open,South East,2024-05-22 14:00:00,  £300000,2024-04-24
Revolving Credit Facility,Loughborough University,Opportunity,Open,East Midlands,2024-05-31 12:00:00,  £1050000,2024-04-24
Demand Management And Renewables Dps,Crown Commercial Service,Opportunity,Open,"United Kingdom, Isle Of Man, Channel Islands, British Oversea Territories, Europe, Rest Of The World",2026-11-25 15:00:00,  £800000000,
Hbb Transflex Joint Replacement,Hull City Council,Opportunity,Open,Hu1 2Aa,2024-05-24 12:00:00,  £250000,2024-04-24
Out Of Hours Call Handling Service,Orbit Group Limited,Opportunity,Open,England,2024-05-23 12:00:00,  £300000,2024-04-24
Nacro Housing Systems Project,Nacro,Opportunity,Open,England,2024-06-07 12:00:00,  £450000,
Grange - Lindale Road Flood Alleviation Project Phase 2 (Completion),Westmorland And Furness Council,Opportunity,Open,England,2024-05-31 12:00:00,  £650000,2024-04-23
Livewest Energy Efficiency Retrofit Contracts,Echelon Consultancy Ltd,Opportunity,Open,South West,2024-05-23 12:00:00,  £274300000,2024-04-23
Har5962C Housing Pipeline Tranche 3,Tower Hamlets,Opportunity,Open,England,2024-05-24 12:00:00,  £0,2024-04-23
Har5962B Housing Pipeline Sites Tranche 2,Tower Hamlets,Opportunity,Open,England,2024-05-24 12:00:00,  £0,2024-04-23
Har5962A Housing Pipeline Sites Tranche 1,Tower Hamlets,Opportunity,Open,England,2024-05-24 12:00:00,  £0,2024-04-23
Down'S Syndrome Screening Quality Assurance Support Service (Dqass),Nhs England,Opportunity,Open,Ls1 4Ap,2024-05-30 15:00:00,  £1110000,2024-04-23
Procurement For The Provision Of A Community Equipment Service (Ces) And Technology Enabled Care And Support (Tecs),Devon County Council,Opportunity,Open,Ex2 4Qd,2024-06-07 12:00:00,  £64812391,2024-04-23
"Water Hygiene Services For Ncg - Lot 2, Treatment",Ncg Corporation,Opportunity,Open,Any Region,2024-06-25 12:00:00,  £600000,2024-04-23
"Water Hygiene Services For Ncg - Lot 1, Consultancy",Ncg Corporation,Opportunity,Open,Any Region,2024-06-25 12:00:00,  £480000,2024-04-23
Castleton House And Farnworth House Fire Remediation And Associated Works,Eastendhomes Limited,Opportunity,Open,London,2024-05-24 17:00:00,  £5000000,2024-04-23
Ca13964 - Bury College - Water Compliance Services Risk Assessment And Testing (Legionella),Bury College,Opportunity,Open,Bl9 0Bg,2024-05-28 17:00:00,  £0,2024-04-23
The Provision Of Air Conditioning And Comfort Cooling Systems Maintenance,Loughborough University,Opportunity,Open,East Midlands,2024-06-14 13:00:00,  £600000,2024-04-23
Provision Of Iveco Parts And Vehicle Repairs,City Of Doncaster Council,Opportunity,Open,Dn1 3Bu,2024-05-23 12:00:00,  £1,2024-04-23
Graven Hill - Home Zone 2 (27) Build,Graven Hill Village Development Company,Opportunity,Open,South East,2024-05-31 17:00:00,  £5587724,2024-04-23
Mobile Judgement Range 2024,Metropolitan Police Service,Opportunity,Open,"London, South East",2024-06-03 12:00:00,  £380000,2024-04-23
Pan2916 - Construction Framework,Leicester City Council,Opportunity,Open,England,2024-05-28 12:00:00,  £76990000,
Fire Alarm Upgrade - Dental Hospital,The Newcastle Upon Tyne Hospitals Nhs Foundation Trust,Opportunity,Open,Ne1 4Lp,2024-05-24 12:00:00,  £800000,2024-04-23
Cs090-Vr Headset & Systems,Bath Spa University,Opportunity,Open,South West,2024-05-27 09:00:00,  £250000,2024-04-23
Service And Maintenance Of Domestic Central Heating Systems And Industrial Gas Burners,University Of Birmingham,Opportunity,Open,B15 2Tt,2024-05-22 13:00:00,  £400000 to £600000,2024-04-23
"Vehicle Parts, Tyres, Lubricants & Workshop Equipment",The Association Of North East Councils Limited,Opportunity,Open,United Kingdom,2024-05-28 12:00:00,  £0 to £75000000,2024-04-23
Phase 2 Tees Tidelands Footpath Crossing: Working In Partnership To Deliver Green Infrastructure,Natural England,Opportunity,Open,North East,2024-05-31 12:00:00,  £1 to £18500,2024-04-23
Sexual Assault Referral Centre (Sarc) In Dorset To Nhs England South West,"Nhs South, Central And West Commissioning Support Unit",Opportunity,Open,South West,2024-06-24 12:00:00,  £6300000,2024-04-23
Surgery Reconfiguration In Essex,Braintree District Council,Early Engagement,Open,Cm7,2024-05-22 00:00:00,Publication date 23 April 2024,
Sexual Assault Referral Centres (Sarcs) To Nhs England South East,"Nhs South, Central And West Commissioning Support Unit",Opportunity,Open,South East,2024-06-24 12:00:00,  £49714000,2024-04-23
Nun - Leisure Management Operator Services,Nuneaton And Bedworth Bc (Nun),Opportunity,Open,Cv11 5Aa,2024-06-07 12:00:00,  £0 to £52000000,
Luminate Education Group -Smoothwall Monitor Managed Services (Renewal),Leeds City College,Opportunity,Open,Ls3 1Aa,2024-05-23 12:00:00,  £0,2024-04-23
Leics. Police It Health Checks,Leicestershire Constabulary,Opportunity,Open,Le19 2Bx,2024-05-24 12:00:00,  £100000 to £150000,2024-04-23
For The Provision Of Tree Works & Surveys,First Choice Homes Oldham,Opportunity,Open,North West,2024-05-23 13:00:00,  £400000,2024-04-23
"Project_11049 - Jamaica - Electrical And Fire Safety - 23/24 Kingston, Jamaica",Fcdo Services,Opportunity,Open,Mk19 7Bh,2024-05-31 10:00:00,  £500000,2024-04-23
Wcc Road Weather Stations,Warwickshire County Council,Opportunity,Open,West Midlands,2024-05-24 12:00:00,  £860000,2024-04-23
Pavilion Extension And Refurbishment,Bramhope & Carlton Parish Council,Future Opportunity,Open,Ls16 9Az,,  £150000,2024-04-23
Ca13962 - Tender 03/2024 - Vehicle Hire Framework,"Newry, Mourne And Down District Council (Nmd)",Opportunity,Open,Bt35 8Dj,2024-05-23 12:00:00,  £350000,2024-04-23
Prior Information Notice For Healthwatch Service,Worcestershire County Council,Future Opportunity,Open,West Midlands,,  £990000,2024-04-23
Wound Closure 2024,Nhs Supply Chain,Future Opportunity,Open,"North East, North West, Yorkshire And The Humber, East Midlands, West Midlands, East Of England, London, South East, South West",,  £25000000 to £29000000,2024-04-23
Epp0014 - Active Outdoor Gym,Essex County Council,Opportunity,Open,England,2024-05-24 12:00:00,  £65000,2024-04-23
Design & Build - Waterbeach Railway Station,Cambridgeshire County Council,Opportunity,Open,England,2024-08-23 12:00:00,  £20000000 to £30000000,
Pan3023 - Construction Of Hill View Children'S Home - Blackmore Drive Leicester Le3 1Lq,Leicester City Council,Opportunity,Open,England,2024-05-23 12:00:00,  £1350000,
Lake District National Park Authority (C To C National Trail Improvements- Ennerdale),The Lake District National Park,Opportunity,Open,North West,2024-05-31 12:00:00,  £50000 to £100000,2024-04-23
Demolition Of Of Various Council Properties,Bolsover District Council,Opportunity,Open,S42 6Ng,2024-05-30 12:00:00,  £0,2024-04-23
Air Handling Unit Verification And Remedial Works,Salisbury Nhs Ft,Opportunity,Open,Sp2 8Bj,2024-05-23 12:00:00,  £150000,2024-04-23
Retrofit Coordination And Design Service,Flagship Housing Group,Opportunity,Open,East Of England,2024-05-24 14:00:00,  £200000,
Workplace Services 2027 - Pin,Nuclear Restoration Services Ltd,Early Engagement,Open,Tn28 8Ls,2024-05-28 00:00:00,Publication date 23 April 2024,
Retail Sandwiches & Associated Products,Falmouth Exeter Plus,Opportunity,Open,Tr109Fe,2024-06-06 12:00:00,  £240000,2024-04-22
External Audit,General Medical Council (Gmc),Opportunity,Open,Any Region,2024-05-28 12:00:00,  £0,2024-04-22
Berry Hill Stabilisation Works,Nottinghamshire County Council,Opportunity,Open,East Midlands,2024-06-03 12:00:00,  £1000000,2024-04-22
Cf - Opportunity - Procurement Of 1 Uv Laser Writer For Maskless Lithography,University Of Bristol,Opportunity,Open,South West,2024-05-23 13:00:00,  £206000,2024-04-22
Ca13896 - Market Engagement - Data Quality & Migration Partner Unified Electronic Patient Record,Mse Group,Early Engagement,Open,Ss2 6Ge,2024-07-22 00:00:00,Publication date  9 April 2024 last edited 22 April 2024,
2250/Itto/Sc  Cryogenic Electric Propulsion Facility,The University Of Nottingham,Opportunity,Open,Ng7 2Rn,2024-05-31 12:00:00,  £3000000 to £6000000,2024-04-22
Hoveton Riverside Park - Piling Project,Broads Authority,Opportunity,Open,Nr12 8Ur,2024-06-07 16:00:00,  £150000 to £250000,2024-04-22
"The Regal, Wallingford, Oxfordshire - Feasibility Review",Wallingford Town Council,Opportunity,Open,Ox10 8Dl,2024-05-24 23:59:00,  £25000,
