Tender,Company,Procurement,Notice,Location,Closing,Value,Date
UHB Automated Temperature Monitoring,University Hospitals Birmingham NHS Foundation Trust,  Opportunity,  Open,  B15 1NU,"  31 May 2024, 12pm","  £120,000 to £29,000",  30 April 2024
CA13995 - Hartlepool College of Further Education - Request for Information (Website),Hartlepool College of Further Education,  Early engagement,  Open,  TS24 7NT,  30 July 2024,Publication date 30 April 2024,None
Homecare and Support Service,Darlington Borough Council,  Opportunity,  Open,  England,"   4 June 2024, 12pm",  £0,  30 April 2024
2023-666 Vote Election Management,AHDB,  Opportunity,  Open,  CV3 4PE,"  21 June 2024, 12pm","  £40,000 to £50,000",  30 April 2024
EHRC 2425-01 Graphic Design Framework,Equality and Human Rights Commission,  Opportunity,  Open,  United Kingdom,"   4 June 2024,  1pm","  £0 to £280,000",  30 April 2024
Fire Safety Course's,Tyne & Wear Fire & Rescue,  Opportunity,  Open,  SR5 3QY,"  29 May 2024, 12pm",  £0,  30 April 2024
"Sexual Health Outreach Services for Lambeth, Southwark and Lewisham",London Borough of Lambeth,  Opportunity,  Open,  SW2 1EG,"   7 June 2024, 12pm","  £4,500,000",  30 April 2024
Ruan Minor Village Hall Renovations,Ruan Minor Village Hall,  Opportunity,  Open,  South West,"  30 May 2024,  5pm","  £70,000 to £90,000",  29 April 2024
Little Acorns Playgroup Building Refurbishment,LITTLE ACORNS PLAYGROUP,  Opportunity,  Open,  South West,"  24 May 2024,  5pm","  £160,000 to £180,000","  29 April 2024, last edited 29 April 2024"
"NCC1397 Bellingham Groundworks, Roads & Sewers",Advance Northumberland Limited,  Opportunity,  Open,  North East,"  24 May 2024, 12pm","  £1,400,074","  26 April 2024, last edited 29 April 2024"
Town Centre Play Train,Ashford Borough Council,  Opportunity,  Open,  TN23 1PL,"  11 June 2024, 10am","  £100,000",  29 April 2024
UCLH-4376 - Catering Provision @ 250 Euston Road,University College London Hospitals NHS Foundation Trust,  Opportunity,  Open,  United Kingdom,"  21 June 2024, 12pm","  £225,000",  29 April 2024
CSI/PH BNSSG Integrated Sexual Health Service,Bristol City Council,  Opportunity,  Open,  England,"  24 June 2024, 12pm","  £64,625,880","  29 April 2024, last edited 29 April 2024"
GSP1314 Supply Leather Hides for the House of Commons Benches,House of Commons,  Opportunity,  Open,  SW1A 0AA,"  29 May 2024, 12pm","  £150,000",  29 April 2024
Wolverley CE Secondary School Re-roofing Phase 2,Wolverley CE Secondary School,  Opportunity,  Open,  West Midlands,"  24 May 2024, 12pm","  £350,000",  29 April 2024
Abbey Park School Re-roofing,Abbey Park School,  Opportunity,  Open,  West Midlands,"  24 May 2024, 12pm","  £400,000",  29 April 2024
"Refurbishment of basement at Pierremont Hall, Broadstairs, Kent",Broadstairs & St. Peter's Town Council,  Opportunity,  Open,  CT10 1JX,"   4 June 2024, 12pm","  £90,000",  29 April 2024
Tower Bridge Fire Suppression Works,City of London Corporation,  Opportunity,  Open,  London,"  10 June 2024, 12pm","  £6,500,000",  29 April 2024
"2251 Tender for P1425 Queens Building Re-roofing and associated works,  De Montfort University, Leicester.",De Montfort University,  Opportunity,  Open,  LE1 9BH,"  22 May 2024,  5pm","  £220,000 to £225,000","  29 April 2024, last edited 29 April 2024"
Service Entry Medical Provision for RAF,Ministry of Defence,  Opportunity,  Open,  HP14 4UE,"  29 May 2024, 12pm","  £6,800,000 to £9,600,000",  29 April 2024
Damp Proof Courses,West Lancashire Borough Council,  Early engagement,  Open,  England,  29 July 2024,Publication date 29 April 2024,None
Withinfields Primary School - Phase 2 - SEN Refurbishment Works,The Borough Council of Calderdale,  Opportunity,  Open,  Yorkshire and the Humber,"  24 May 2024, 12pm","  £130,000",  29 April 2024
CA13957 - Kirklees College - External Cleaning,Kirklees College,  Opportunity,  Open,  HD1 5NN,"  24 June 2024,  1pm",  £0,"  29 April 2024, last edited 29 April 2024"
NHS South Yorkshire ICB  -Safe Space (Learning Disability / Autism) Service,NHS South Yorkshire Integrated Care Board,  Opportunity,  Open,  S1 3FG,"  31 May 2024, 12pm","  £0 to £3,100,000",  29 April 2024
ACCESS Private Equity Investment Allocators,Hampshire County Council,  Opportunity,  Open,  SO23 8UJ,"  24 May 2024,  2pm","  £2,000,000,000","  22 April 2024, last edited 29 April 2024"
Business Rates Review,"Police, Fire and Crime Commissioner for Northamptonshire",  Opportunity,  Open,  NN8 6GS,"   3 June 2024,  1pm","  £0 to £100,000",  29 April 2024
Cleaning Services at LiveWest Main Offices,LiveWest Homes Limited,  Opportunity,  Open,  England,"  29 May 2024,  4pm","  £300,000 to £1,000,000",  29 April 2024
Temple Herdewyke Village Hall - New Build,Burton Dassett Parish Council,  Early engagement,  Open,  CV47 2PB,  31 July 2024,Publication date 29 April 2024,None
Procurement of a Water Resource Management Plan Consultancy,Saint Helena Government,  Opportunity,  Open,"  Saint Helena, Ascension and Tristan da Cunha","  10 June 2024,  1pm",  £0,  29 April 2024
Framework for the Supply only of Highways Materials,Westmorland and Furness Council,  Opportunity,  Open,  England,"  29 May 2024,  2pm","  £8,000,000",  29 April 2024
West Berkshire Vegetation Clearances,West Berkshire Council,  Opportunity,  Open,  RG14 5LD,"  27 May 2024, 12pm","  £0 to £24,000",  29 April 2024
Audit Management System,"Cumbria, Northumberland Tyne and Wear NHS Foundation Trust",  Opportunity,  Open,  NE3 3XT,"  30 May 2024, 12pm","  £25,000",  29 April 2024
Tax advisory and compliance services,University of Cumbria,  Opportunity,  Open,  CA1 2HH,"  29 May 2024, 12pm",  £0,  29 April 2024
P5871 Cleaning and Associated Services,Tower Hamlets,  Opportunity,  Open,  England,"  30 May 2024, 12pm",  £0,  29 April 2024
Invitation to Tender for SH1053 Boiler Planned Preventative Maintenance and Reactive Call Services,Southern Health NHS Foundation Trust,  Opportunity,  Open,  South East,"   4 June 2024, 12pm","  £100,000",  29 April 2024
Learning Management System,BlueLight Commercial,  Opportunity,  Open,  BD11 2DY,"  29 May 2024, 12pm","  £200,000 to £250,000",  29 April 2024
Tender for the Provision of Leisure Management Operating System,Halton Borough Council,  Opportunity,  Open,  England,"   3 June 2024, 10am","  £120,000",  29 April 2024
DFT - Train The Trainer,DfTc - Department for Transport,  Opportunity,  Open,  SW1P 2AA,"  24 May 2024, 11am",  £0,"  29 April 2024, last edited 29 April 2024"
Woking High School Academy Trust,Woking High School Academy Trust,  Opportunity,  Open,  South East,"   7 June 2024, 12pm","  £600,000",  29 April 2024
Next Generation Countermeasure - 704824450 - Contract Notice,Ministry of Defence,  Opportunity,  Open,  Any region,"  10 June 2024,  5pm","  £35,000,000",  29 April 2024
Glovers Walk Demolition,Somerset Council,  Opportunity,  Open,  England,"  24 May 2024, 12pm","  £1,000,000","  19 April 2024, last edited 29 April 2024"
Property maintenance services for British Embassy Sofia,Foreign Commonwealth and Development Office,  Opportunity,  Open,  Any region,"  29 May 2024, 11:59pm",  £0,  29 April 2024
L24048-T-SG - Civils works and maintenance Framework contract,London Luton Airport,  Opportunity,  Open,  LU2 9LY,"  12 June 2024, 12pm","  £8,000,000 to £10,000,000","  25 April 2024, last edited 29 April 2024"
"CPU 6168 Bus Shelter & Free-Standing Unit supply, maintenance, and advertising",Nottingham City Council,  Opportunity,  Open,  East Midlands,"  31 May 2024, 12pm",  £0,"  29 April 2024, last edited 29 April 2024"
TRG Cladding Remediation Framework,The Riverside Group Limited,  Opportunity,  Open,  L24 8RF,"  28 May 2024, 12pm",  £0,"  26 April 2024, last edited 29 April 2024"
Swan House Housing Management,NORTH EAST LINCOLNSHIRE COUNCIL,  Opportunity,  Open,  Yorkshire and the Humber,"  31 May 2024, 12pm","  £0 to £1,560,000",  29 April 2024
"Automatic Doors, Barriers and Gates (Civic and Commercial Properties) 2024-26",Leeds City Council,  Opportunity,  Open,  LS1 1UR,"  28 May 2024, 12pm",  £0,  29 April 2024
COV - West Midlands Independent Fostering Agency Framework,Coventry City Council (COV),  Opportunity,  Open,  CV1 2GN,"  31 May 2024, 12pm","  £0 to £2,750,000,000","  29 April 2024, last edited 29 April 2024"
Closed Landfill Monitoring,Cheshire west and Chester Borough Council,  Opportunity,  Open,  England,"  30 May 2024, 10am","  £500,000",  29 April 2024
Removal and Storage of Bodies on behalf of His Majesty's Coroner - Area 7 Norwich,Norfolk County Council,  Opportunity,  Open,  NR1 2DH,"  29 May 2024, 11am","  £150,000","  29 April 2024, last edited 29 April 2024"
GB-Bristol: Contract for the 2023 OfS Teaching Excellence Framework (TEF) evaluation,Office for Students,  Opportunity,  Open,  South West,"   7 June 2024, 10am","  £50,000 to £100,000",  29 April 2024
Asbestos Testing Services,GreenSquareAccord,  Opportunity,  Open,  SN14 0GU,"  24 May 2024, 12pm",  £0,  29 April 2024
International Maritime Surveillance Services for Marine Management Organisation,Defra,  Opportunity,  Open,  PE2 8YY,"  23 May 2024,  9am","  £1,500,000",  29 April 2024
QEHKL183 Cyber Ho Maintenance,The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,  Opportunity,  Open,  PE30  4ET,"  14 June 2024, 12pm","  £115,000",  29 April 2024
Minor Works Services (for schemes up to £1m ex vat),NEUPC Ltd,  Opportunity,  Open,  North East,"  29 May 2024, 12pm","  £40,000,000",  29 April 2024
GB-Colchester: 0366 - Legionella Risk Assessments & Monitoring Programme,Colchester City Council,  Opportunity,  Open,  East of England,"  28 May 2024, 12pm","  £100,000 to £500,000","  26 April 2024, last edited 29 April 2024"
Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways,London Borough of Haringey - Parks and Leisure,  Opportunity,  Open,  United Kingdom,"  15 July 2024, 12pm",  £0,  26 April 2024
Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways,London Borough of Haringey - Parks and Leisure,  Opportunity,  Open,  United Kingdom,"   1 July 2024, 12pm",  £0,  26 April 2024
Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways,London Borough of Haringey - Parks and Leisure,  Opportunity,  Open,  United Kingdom,"  24 June 2024, 11am",  £0,  26 April 2024
Tree Maintenance - Planned - Tree Maintenance - Planned - Parks,London Borough of Haringey - Parks and Leisure,  Opportunity,  Open,  United Kingdom,"   1 July 2024, 11am",  £0,  26 April 2024
Tree Maintenance - Reactive - Tree Maintenance - Reactive - Highways,London Borough of Haringey - Parks and Leisure,  Opportunity,  Open,  United Kingdom,"   3 June 2024, 10am",  £0,  26 April 2024
Wildlife Photographer of the Year Touring Exhibition Photographic Printing,Natural History Museum Trading Company Limited,  Opportunity,  Open,  Any region,"  31 May 2024, 12pm","  £263,000",  26 April 2024
Responsive Maintenance Framework,Curo Group,  Opportunity,  Open,  BA2 1EP,"  28 May 2024, 12pm","  £7,000,000 to £14,000,000",  26 April 2024
Framework for the Provision of acceptance and processing of Green Waste,The North Yorkshire Council,  Opportunity,  Open,  Yorkshire and the Humber,"  29 May 2024,  9am","  £2,171,684",  26 April 2024
"Beechwood Close Retaining Wall, Bowness-on-Windermere",Westmorland and Furness Council,  Opportunity,  Open,  England,"  31 May 2024, 12pm","  £150,000",  26 April 2024
PPM Emergency Lighting and Remedial Work,Mersey and West Lancashire Teaching Hospitals NHS Trust,  Opportunity,  Open,  PR8 6PN,"   3 June 2024, 12pm",  £0,  26 April 2024
TDC Instructor Locker Room Renovation,South Yorkshire Fire and Rescue Service,  Opportunity,  Open,  Yorkshire and the Humber,"  22 May 2024,  5pm",  £0,  26 April 2024
NUN - Reactive Minor Building Repairs - Responsive Repairs Team,Nuneaton and Bedworth BC (NUN),  Opportunity,  Open,  CV11 5AA,"  24 May 2024, 12pm","  £0 to £300,000","  26 April 2024, last edited 26 April 2024"
Request for Information: Travel Management Company for Action for Children,Action For Children,  Opportunity,  Open,  WD18 8AG,"   7 June 2024, 12pm",  £0,  26 April 2024
Provision of YMCA Refurbishment / Upgrade Works,Barnsley Metropolitan Borough Council,  Opportunity,  Open,  S70 2TA,"  24 May 2024, 12pm","  £1,800,000",  26 April 2024
Management System for Alive West Norfolk,Borough Council of King's Lynn & West Norfolk,  Opportunity,  Open,  East of England,"  31 May 2024, 12pm","  £180,000",  26 April 2024
Grounds Maintenance Services for Parks and Open Spaces,Teignbridge District Council,  Opportunity,  Open,  South West,"  28 May 2024, 12pm","  £6,620,000","  26 April 2024, last edited 26 April 2024"
NEWS Bulk Haulage Tender 2024,Norse Commercial Services Ltd,  Opportunity,  Open,  East of England,"   3 June 2024, 11am","  £1,323,000",  26 April 2024
"Airfield Business Park, Market Harborough",Leicestershire County Council,  Opportunity,  Open,  England,"  10 June 2024, 11:59pm","  £9,000,000 to £13,000,000","  28 March 2024, last edited 26 April 2024"
WDC - Royal Pump Rooms roof restoration,Warwick District Council (WDC),  Opportunity,  Open,  CV32 5HZ,"   3 June 2024, 12pm","  £2,000,000","  25 April 2024, last edited 26 April 2024"
"Managed Services Solution for Removals, Storage, Relocation, Specialist Disposal and Associated Trades and Services",Nottinghamshire County Council,  Opportunity,  Open,  England,"  30 May 2024, 12pm","  £400,000",  26 April 2024
Catering Equipment,University of Bristol,  Opportunity,  Open,  BS1 5DS,"  31 May 2024, 10am","  £300,000",  26 April 2024
General Construction Multi Trade - GCMT - Commercial (20% VAT),London Borough of Bromley,  Opportunity,  Open,  United Kingdom,"  24 May 2024, 12pm","  £50,000 to £60,000",  26 April 2024
"Vehicle Inspection, Maintenance, Recovery and Repair Services",Buckinghamshire Council,  Opportunity,  Open,  England,"  31 May 2024, 12pm","  £1,500,000",  26 April 2024
CA13988 - Eko Trust - M&E Maintenance & Compliance Services,Eko Trust,  Opportunity,  Open,  IG11 0HZ,"  28 May 2024, 10am",  £0,  26 April 2024
"MET POLICE__COUPA EVENT #1631_ Prior Information Notice (PIN) & Request for Information (RFI) - The Provision of Vehicle Disposal Services for MPS, Vehicle Recovery & Examination Services (VRES).",Metropolitan Police Service,  Early engagement,  Open,  London,   7 June 2024,Publication date 26 April 2024,None
GB-Kings Lynn: Target Hardening Services,Borough Council of King's Lynn & West Norfolk,  Opportunity,  Open,  East of England,"  27 May 2024, 12pm","  £10,000 to £25,000",  26 April 2024
Plymouth Heat Network Development Partner,Plymouth City Council,  Future opportunity,  Open,  England,Approach to market date  2 June 2025,"  £40,000,000",  26 April 2024
EHRC 2425-02 Scottish Parliamentary Monitoring,Equality and Human Rights Commission,  Opportunity,  Open,  Scotland,"  24 May 2024,  1pm","  £4,000 to £16,000","  26 April 2024, last edited 26 April 2024"
Provision of Office Furniture for Reading Borough Council & Reading Library - ESPO FW282_22,Reading Borough Council,  Opportunity,  Open,  RG1 2LU,"  24 May 2024, 11:59pm","  £1,200,000",  26 April 2024
Provision of Pharmaceutical Needs Assessment,Suffolk County Council,  Opportunity,  Open,  IP1 2BX,"  24 May 2024, 12pm","  £45,000","  25 April 2024, last edited 26 April 2024"
"Third Party Monitoring, Research and Accountability Programming in Ukraine",Foreign Commonwealth and Development Office,  Early engagement,  Open,  Any region,  31 December 2024,Publication date 26 April 2024,None
